"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,,,,,,,,,,,"137","10","149","3","159","6","62","6","404","13"
,,,,,,,,,,,"134","10","150","3","160","6","61","6","405","13"
,,,,,,,,,,,"134","10","149","3","161","6","60","6","400","13"
,,,,,,,,,,,"134","10","148","3","161","6","61","6","401","13"
,,,,,,,,,,,"133","10","148","3","163","6","61","6","398","13"
,,,,,,,,,,,"132","10","146","3","163","6","60","6","397","13"
,,,,,,,,,,,"132","10","144","3","162","6","61","6","392","13"
,,,,,,,,,,,"134","10","144","3","163","6","61","6","392","13"
,,,,,,,,,,,"134","10","142","3","161","6","61","6","396","13"
,,,,,,,,,,,"133","10","140","3","161","6","60","6","396","13"
,,,,,,,,,,,"133","10","139","3","163","6","59","6","402","13"
,,,,,,,,,,,"132","10","136","3","165","6","60","6","403","13"
,,,,,,,,,,,"134","10","135","3","166","6","60","6","401","13"
,,,,,,,,,,,"134","10","133","3","166","6","60","6","396","13"
,,,,,,,,,,,"132","10","136","3","167","6","60","6","392","13"
,,,,,,,,,,,"133","10","137","3","167","6","60","6","396","13"
,,,,,,,,,,,"135","10","137","3","168","6","59","6","394","13"
,,,,,,,,,,,"134","10","136","3","167","6","57","6","397","13"
,,,,,,,,,,,"132","10","136","3","170","6","56","6","398","13"
,,,,,,,,,,,"134","10","137","3","169","6","57","6","396","13"
,,,,,,,,,,,"132","10","138","3","171","6","57","6","388","13"
,,,,,,,,,,,"133","10","137","3","171","6","57","6","387","13"
,,,,,,,,,,,"135","10","137","3","171","6","56","6","383","13"
,,,,,,,,,,,"135","10","137","3","172","6","56","6","382","13"
,,,,,,,,,,,"134","10","139","3","173","6","54","6","380","13"
,,,,,,,,,,,"133","10","140","3","174","6","53","6","382","13"
,,,,,,,,,,,"131","10","140","3","169","6","53","6","380","13"
,,,,,,,,,,,"131","10","139","3","170","6","53","6","383","13"
,,,,,,,,,,,"130","10","142","3","172","6","53","6","380","13"
,,,,,,,,,,,"130","10","143","3","172","6","53","6","379","13"
,,,,,,,,,,,"127","10","144","3","173","6","52","6","375","13"
,,,,,,,,,,,"125","10","146","3","175","6","52","6","374","13"
,,,,,,,,,,,"125","10","146","3","175","6","54","6","372","13"
,,,,,,,,,,,"127","10","144","3","176","6","55","6","375","13"
,,,,,,,,,,,"126","10","148","3","179","6","56","6","374","13"
,,,,,,,,,,,"126","10","149","3","180","6","56","6","371","13"
,,,,,,,,,,,"127","10","147","3","180","6","56","6","370","13"
,,,,,,,,,,,"127","10","147","3","180","6","56","6","366","13"
,,,,,,,,,,,"127","10","145","3","181","6","57","6","364","13"
,,,,,,,,,,,"126","10","148","3","181","6","57","6","362","13"
,,,,,,,,,,,"127","10","149","3","180","6","57","6","362","13"
,,,,,,,,,,,"127","10","148","3","181","6","58","6","363","13"
,,,,,,,,,,,"126","10","147","3","181","6","57","6","366","13"
,,,,,,,,,,,"124","10","148","3","179","6","58","6","367","13"
,,,,,,,,,,,"123","10","149","3","178","6","56","6","368","13"
,,,,,,,,,,,"124","10","148","3","182","6","55","6","370","13"
,,,,,,,,,,,"126","10","146","3","183","6","55","6","372","13"
,,,,,,,,,,,"129","10","146","3","184","6","55","6","375","13"
,,,,,,,,,,,"128","10","147","3","184","6","58","6","371","13"
,,,,,,,,,,,"129","10","147","3","183","6","59","6","371","13"
,,,,,,,,,,,"128","10","149","3","183","6","59","6","372","13"
,,,,,,,,,,,"130","10","148","3","182","6","61","6","373","13"
,,,,,,,,,,,"130","10","148","3","182","6","62","6","374","13"
,,,,,,,,,,,"132","10","149","3","178","6","60","6","373","13"
,,,,,,,,,,,"131","10","151","3","179","6","59","6","374","13"
,,,,,,,,,,,"131","10","149","3","180","6","59","6","377","13"
,,,,,,,,,,,"130","10","150","3","182","6","59","6","377","13"
,,,,,,,,,,,"130","10","150","3","181","6","59","6","373","13"
,,,,,,,,,,,"129","10","150","3","180","6","58","6","373","13"
,,,,,,,,,,,"129","10","151","3","182","6","58","6","375","13"
,,,,,,,,,,,"130","10","150","3","182","6","57","6","372","13"
,,,,,,,,,,,"131","10","150","3","185","6","58","6","370","13"
,,,,,,,,,,,"131","10","148","3","186","6","58","6","366","13"
,,,,,,,,,,,"132","10","149","3","188","6","58","6","362","13"
,,,,,,,,,,,"133","10","149","3","185","6","57","6","359","13"
,,,,,,,,,,,"133","10","147","3","186","6","57","6","358","13"
,,,,,,,,,,,"134","10","145","3","186","6","56","6","360","13"
,,,,,,,,,,,"134","10","145","3","186","6","57","6","361","13"
,,,,,,,,,,,"134","10","145","3","184","6","57","6","363","13"
,,,,,,,,,,,"135","10","146","3","185","6","57","6","366","13"
,,,,,,,,,,,"133","10","147","3","185","6","58","6","368","13"
,,,,,,,,,,,"132","10","147","3","186","6","57","6","367","13"
,,,,,,,,,,,"132","10","148","3","189","6","56","6","367","13"
,,,,,,,,,,,"132","10","149","3","188","6","56","6","369","13"
,,,,,,,,,,,"130","10","151","3","189","6","56","6","368","13"
,,,,,,,,,,,"131","10","151","3","188","6","56","6","372","13"
,,,,,,,,,,,"133","10","151","3","189","6","56","6","371","13"
,,,,,,,,,,,"133","10","155","3","189","6","57","6","370","13"
,,,,,,,,,,,"133","10","157","3","190","6","57","6","369","13"
,,,,,,,,,,,"134","10","155","3","191","6","58","6","369","13"
,,,,,,,,,,,"135","10","157","3","191","6","58","6","369","13"
,,,,,,,,,,,"137","10","156","3","188","6","58","6","372","13"
,,,,,,,,,,,"137","10","157","3","188","6","58","6","374","13"
,,,,,,,,,,,"138","10","157","3","187","6","58","6","373","13"
,,,,,,,,,,,"137","10","157","3","189","6","58","6","370","13"
,,,,,,,,,,,"136","10","155","3","188","6","59","6","370","13"
,,,,,,,,,,,"136","10","159","3","189","6","57","6","367","13"
,,,,,,,,,,,"137","10","159","3","189","6","57","6","366","13"
,,,,,,,,,,,"138","10","159","3","192","6","57","6","360","13"
,,,,,,,,,,,"139","10","160","3","189","6","58","6","362","13"
,,,,,,,,,,,"136","10","160","3","186","6","58","6","360","13"
,,,,,,,,,,,"134","10","159","3","184","6","59","6","360","13"
,,,,,,,,,,,"136","10","161","3","185","6","59","6","359","13"
,,,,,,,,,,,"135","10","161","3","185","6","60","6","359","13"
,,,,,,,,,,,"136","10","163","3","185","6","61","6","358","13"
,,,,,,,,,,,"137","10","162","3","182","6","61","6","356","13"
,,,,,,,,,,,"137","10","162","3","181","6","62","6","353","13"
,,,,,,,,,,,"137","10","161","3","180","6","62","6","353","13"
,,,,,,,,,,,"137","10","158","3","179","6","62","6","352","13"
,,,,,,,,,,,"136","10","157","3","179","6","63","6","351","13"
,,,,,,,,,,,"136","10","159","3","180","6","63","6","348","13"
,,,,,,,,,,,"134","10","160","3","180","6","64","6","350","13"
,,,,,,,,,,,"136","10","158","3","180","6","65","6","349","13"
,,,,,,,,,,,"135","10","157","3","181","6","65","6","347","13"
,,,,,,,,,,,"135","10","152","3","182","6","65","6","347","13"
,,,,,,,,,,,"134","10","153","3","178","6","67","6","347","13"
,,,,,,,,,,,"133","10","153","3","175","6","65","6","345","13"
,,,,,,,,,,,"137","10","153","3","177","6","63","6","346","13"
,,,,,,,,,,,"137","10","156","3","178","6","63","6","347","13"
,,,,,,,,,,,"137","10","154","3","176","6","62","6","343","13"
,,,,,,,,,,,"138","10","153","3","177","6","62","6","343","13"
,,,,,,,,,,,"138","10","152","3","175","6","62","6","348","13"
,,,,,,,,,,,"139","10","151","3","174","6","62","6","351","13"
,,,,,,,,,,,"140","10","149","3","175","6","62","6","350","13"
,,,,,,,,,,,"139","10","147","3","174","6","62","6","350","13"
,,,,,,,,,,,"139","10","146","3","173","6","63","6","349","13"
,,,,,,,,,,,"139","10","145","3","175","6","63","6","348","13"
,,,,,,,,,,,"140","10","145","3","175","6","62","6","348","13"
,,,,,,,,,,,"139","10","145","3","175","6","63","6","353","13"
,,,,,,,,,,,"138","10","147","3","173","6","63","6","354","13"
,,,,,,,,,,,"138","10","144","3","172","6","63","6","355","13"
,,,,,,,,,,,"138","10","144","3","174","6","64","6","357","13"
,,,,,,,,,,,"139","10","145","3","173","6","65","6","361","13"
,,,,,,,,,,,"138","10","145","3","174","6","66","6","363","13"
,,,,,,,,,,,"137","10","149","3","171","6","64","6","362","13"
,,,,,,,,,,,"136","10","147","3","169","6","63","6","361","13"
,,,,,,,,,,,"138","10","147","3","170","6","63","6","362","13"
,,,,,,,,,,,"138","10","145","3","167","6","63","6","366","13"
,,,,,,,,,,,"139","10","145","3","167","6","62","6","368","13"
,,,,,,,,,,,"138","10","145","3","167","6","62","6","370","13"
,,,,,,,,,,,"138","10","142","3","168","6","61","6","369","13"
,,,,,,,,,,,"138","10","141","3","170","6","61","6","370","13"
,,,,,,,,,,,"137","10","143","3","169","6","61","6","370","13"
,,,,,,,,,,,"137","10","141","3","170","6","61","6","368","13"
,,,,,,,,,,,"136","10","142","3","170","6","61","6","364","13"
,,,,,,,,,,,"135","10","140","3","170","6","61","6","363","13"
,,,,,,,,,,,"135","10","141","3","173","6","61","6","362","13"
,,,,,,,,,,,"133","10","139","3","173","6","61","6","365","13"
,,,,,,,,,,,"132","10","137","3","174","6","60","6","363","13"
,,,,,,,,,,,"130","10","138","3","173","6","60","6","360","13"
,,,,,,,,,,,"131","10","137","3","171","6","62","6","361","13"
,,,,,,,,,,,"129","10","137","3","171","6","63","6","360","13"
,,,,,,,,,,,"127","10","137","3","171","6","62","6","356","13"
,,,,,,,,,,,"129","10","136","3","174","6","62","6","357","13"
,,,,,,,,,,,"129","10","137","3","175","6","62","6","359","13"
,,,,,,,,,,,"130","10","136","3","174","6","59","6","360","13"
,,,,,,,,,,,"130","10","133","3","174","6","60","6","356","13"
,,,,,,,,,,,"131","10","134","3","175","6","59","6","355","13"
,,,,,,,,,,,"129","10","135","3","176","6","60","6","355","13"
,,,,,,,,,,,"128","10","136","3","177","6","59","6","355","13"
,,,,,,,,,,,"126","10","135","3","177","6","57","6","354","13"
,,,,,,,,,,,"125","10","137","3","179","6","57","6","353","13"
,,,,,,,,,,,"125","10","137","3","180","6","57","6","353","13"
,,,,,,,,,,,"125","10","136","3","178","6","58","6","352","13"
,,,,,,,,,,,"125","10","137","3","179","6","59","6","352","13"
,,,,,,,,,,,"125","10","138","3","177","6","58","6","355","13"
,,,,,,,,,,,"125","10","137","3","180","6","59","6","352","13"
,,,,,,,,,,,"124","10","137","3","179","6","58","6","348","13"
,,,,,,,,,,,"124","10","134","3","177","6","57","6","352","13"
,,,,,,,,,,,"122","10","137","3","177","6","58","6","353","13"
,,,,,,,,,,,"125","10","137","3","179","6","56","6","354","13"
,,,,,,,,,,,"124","10","133","3","179","6","56","6","355","13"
,,,,,,,,,,,"123","10","135","3","182","6","57","6","358","13"
,,,,,,,,,,,"122","10","137","3","183","6","57","6","356","13"
,,,,,,,,,,,"121","10","133","3","185","6","58","6","353","13"
,,,,,,,,,,,"118","10","134","3","186","6","57","6","354","13"
,,,,,,,,,,,"119","10","134","3","184","6","57","6","352","13"
,,,,,,,,,,,"119","10","134","3","182","6","58","6","352","13"
,,,,,,,,,,,"119","10","136","3","182","6","58","6","354","13"
,,,,,,,,,,,"118","10","137","3","181","6","59","6","352","13"
,,,,,,,,,,,"118","10","137","3","179","6","59","6","354","13"
,,,,,,,,,,,"119","10","135","3","179","6","61","6","355","13"
,,,,,,,,,,,"117","10","134","3","179","6","60","6","356","13"
,,,,,,,,,,,"116","10","134","3","181","6","59","6","353","13"
,,,,,,,,,,,"116","10","132","3","182","6","59","6","349","13"
,,,,,,,,,,,"117","10","133","3","185","6","58","6","347","13"
,,,,,,,,,,,"117","10","134","3","183","6","58","6","346","13"
,,,,,,,,,,,"116","10","135","3","184","6","57","6","344","13"
,,,,,,,,,,,"115","10","135","3","184","6","57","6","344","13"
,,,,,,,,,,,"113","10","138","3","185","6","57","6","345","13"
,,,,,,,,,,,"113","10","138","3","185","6","58","6","343","13"
,,,,,,,,,,,"114","10","141","3","184","6","58","6","343","13"
,,,,,,,,,,,"114","10","141","3","185","6","59","6","341","13"
,,,,,,,,,,,"113","10","143","3","183","6","58","6","343","13"
,,,,,,,,,,,"114","10","144","3","183","6","58","6","344","13"
,,,,,,,,,,,"112","10","144","3","182","6","57","6","342","13"
,,,,,,,,,,,"112","10","144","3","182","6","56","6","341","13"
,,,,,,,,,,,"113","10","144","3","180","6","55","6","340","13"
,,,,,,,,,,,"113","10","145","3","179","6","57","6","340","13"
,,,,,,,,,,,"113","10","145","3","179","6","57","6","343","13"
,,,,,,,,,,,"113","10","146","3","179","6","55","6","342","13"
,,,,,,,,,,,"112","10","144","3","179","6","55","6","344","13"
,,,,,,,,,,,"113","10","144","3","180","6","56","6","344","13"
,,,,,,,,,,,"113","10","144","3","179","6","56","6","346","13"
,,,,,,,,,,,"113","10","144","3","179","6","57","6","343","13"
,,,,,,,,,,,"112","10","145","3","182","6","58","6","343","13"
,,,,,,,,,,,"113","10","145","3","182","6","59","6","342","13"
,,,,,,,,,,,"114","10","147","3","184","6","59","6","341","13"
,,,,,,,,,,,"114","10","146","3","185","6","60","6","339","13"
,,,,,,,,,,,"115","10","149","3","185","6","60","6","339","13"
,,,,,,,,,,,"115","10","149","3","187","6","60","6","340","13"
,,,,,,,,,,,"115","10","149","3","188","6","60","6","339","13"
,,,,,,,,,,,"116","10","148","3","185","6","59","6","337","13"
,,,,,,,,,,,"118","10","147","3","186","6","60","6","337","13"
,,,,,,,,,,,"115","10","149","3","186","6","60","6","334","13"
,,,,,,,,,,,"116","10","149","3","189","6","61","6","337","13"
,,,,,,,,,,,"118","10","149","3","191","6","61","6","341","13"
,,,,,,,,,,,"119","10","148","3","191","6","61","6","340","13"
,,,,,,,,,,,"123","10","146","3","192","6","60","6","336","13"
,,,,,,,,,,,"123","10","145","3","196","6","60","6","340","13"
,,,,,,,,,,,"123","10","146","3","197","6","60","6","340","13"
,,,,,,,,,,,"122","10","145","3","200","6","61","6","341","13"
,,,,,,,,,,,"121","10","144","3","200","6","61","6","341","13"
,,,,,,,,,,,"120","10","145","3","202","6","62","6","341","13"
,,,,,,,,,,,"121","10","147","3","201","6","62","6","346","13"
,,,,,,,,,,,"122","10","146","3","201","6","62","6","349","13"
,,,,,,,,,,,"121","10","146","3","201","6","62","6","349","13"
,,,,,,,,,,,"120","10","145","3","198","6","61","6","351","13"
,,,,,,,,,,,"123","10","145","3","201","6","61","6","352","13"
,,,,,,,,,,,"120","10","145","3","200","6","60","6","354","13"
,,,,,,,,,,,"117","10","146","3","201","6","60","6","352","13"
,,,,,,,,,,,"117","10","148","3","198","6","60","6","349","13"
,,,,,,,,,,,"115","10","149","3","199","6","61","6","351","13"
,,,,,,,,,,,"115","10","149","3","199","6","62","6","350","13"
,,,,,,,,,,,"116","10","149","3","200","6","62","6","349","13"
,,,,,,,,,,,"115","10","149","3","197","6","62","6","352","13"
,,,,,,,,,,,"116","10","150","3","196","6","63","6","353","13"
,,,,,,,,,,,"115","10","150","3","196","6","63","6","354","13"
,,,,,,,,,,,"117","10","148","3","196","6","64","6","351","13"
,,,,,,,,,,,"117","10","147","3","199","6","64","6","351","13"
,,,,,,,,,,,"119","10","147","3","200","6","65","6","352","13"
,,,,,,,,,,,"119","10","148","3","201","6","65","6","351","13"
,,,,,,,,,,,"117","10","148","3","201","6","66","6","353","13"
,,,,,,,,,,,"116","10","148","3","202","6","66","6","355","13"
,,,,,,,,,,,"113","10","147","3","202","6","67","6","354","13"
,,,,,,,,,,,"112","10","145","3","200","6","67","6","356","13"
,,,,,,,,,,,"112","10","143","3","203","6","66","6","358","13"
,,,,,,,,,,,"111","10","144","3","204","6","66","6","358","13"
,,,,,,,,,,,"112","10","143","3","203","6","66","6","359","13"
,,,,,,,,,,,"112","10","143","3","202","6","66","6","357","13"
,,,,,,,,,,,"111","10","143","3","204","6","67","6","358","13"
,,,,,,,,,,,"112","10","145","3","205","6","67","6","357","13"
,,,,,,,,,,,"113","10","145","3","207","6","67","6","358","13"
,,,,,,,,,,,"112","10","144","3","207","6","66","6","360","13"
,,,,,,,,,,,"111","10","145","3","207","6","67","6","358","13"
,,,,,,,,,,,"111","10","147","3","208","6","65","6","360","13"
,,,,,,,,,,,"113","10","147","3","210","6","66","6","361","13"
,,,,,,,,,,,"114","10","144","3","209","6","65","6","362","13"
,,,,,,,,,,,"114","10","144","3","210","6","64","6","361","13"
,,,,,,,,,,,"114","10","143","3","209","6","63","6","360","13"
,,,,,,,,,,,"114","10","142","3","210","6","64","6","360","13"
,,,,,,,,,,,"116","10","141","3","210","6","64","6","362","13"
,,,,,,,,,,,"117","10","139","3","212","6","64","6","362","13"
,,,,,,,,,,,"118","10","138","3","212","6","65","6","359","13"
,,,,,,,,,,,"115","10","137","3","209","6","65","6","362","13"
,,,,,,,,,,,"115","10","137","3","209","6","65","6","360","13"
,,,,,,,,,,,"113","10","136","3","207","6","64","6","361","13"
,,,,,,,,,,,"113","10","135","3","206","6","64","6","361","13"
,,,,,,,,,,,"111","10","135","3","206","6","62","6","362","13"
,,,,,,,,,,,"111","10","136","3","205","6","61","6","359","13"
,,,,,,,,,,,"111","10","135","3","202","6","63","6","356","13"
,,,,,,,,,,,"108","10","136","3","203","6","63","6","354","13"
,,,,,,,,,,,"108","10","136","3","203","6","64","6","357","13"
,,,,,,,,,,,"108","10","138","3","202","6","64","6","358","13"
,,,,,,,,,,,"107","10","138","3","202","6","63","6","359","13"
,,,,,,,,,,,"106","10","137","3","202","6","63","6","357","13"
,,,,,,,,,,,"104","10","139","3","202","6","63","6","357","13"
,,,,,,,,,,,"101","10","138","3","200","6","63","6","357","13"
,,,,,,,,,,,"101","10","139","3","202","6","63","6","356","13"
,,,,,,,,,,,"101","10","140","3","204","6","62","6","358","13"
,,,,,,,,,,,"102","10","139","3","207","6","60","6","355","13"
,,,,,,,,,,,"103","10","139","3","203","6","60","6","358","13"
,,,,,,,,,,,"101","10","138","3","203","6","57","6","362","13"
,,,,,,,,,,,"101","10","135","3","205","6","57","6","361","13"
,,,,,,,,,,,"100","10","137","3","207","6","59","6","360","13"
,,,,,,,,,,,"100","10","136","3","210","6","56","6","360","13"
,,,,,,,,,,,"101","10","136","3","209","6","56","6","357","13"
,,,,,,,,,,,"103","10","136","3","212","6","56","6","354","13"
,,,,,,,,,,,"104","10","136","3","211","6","55","6","354","13"
,,,,,,,,,,,"105","10","137","3","211","6","56","6","360","13"
,,,,,,,,,,,"106","10","138","3","214","6","57","6","358","13"
,,,,,,,,,,,"106","10","136","3","215","6","57","6","355","13"
,,,,,,,,,,,"106","10","138","3","216","6","56","6","355","13"
,,,,,,,,,,,"105","10","136","3","217","6","56","6","354","13"
,,,,,,,,,,,"104","10","136","3","218","6","56","6","350","13"
,,,,,,,,,,,"104","10","136","3","217","6","56","6","354","13"
,,,,,,,,,,,"102","10","135","3","217","6","56","6","354","13"
,,,,,,,,,,,"102","10","135","3","217","6","56","6","356","13"
,,,,,,,,,,,"101","10","138","3","219","6","56","6","360","13"
,,,,,,,,,,,"101","10","137","3","218","6","57","6","359","13"
,,,,,,,,,,,"101","10","137","3","223","6","58","6","358","13"
,,,,,,,,,,,"101","10","137","3","223","6","57","6","356","13"
,,,,,,,,,,,"101","10","139","3","223","6","56","6","357","13"
,,,,,,,,,,,"103","10","139","3","224","6","56","6","358","13"
,,,,,,,,,,,"103","10","139","3","225","6","56","6","356","13"
,,,,,,,,,,,"103","10","140","3","227","6","56","6","353","13"
,,,,,,,,,,,"103","10","139","3","228","6","56","6","354","13"
,,,,,,,,,,,"104","10","140","3","227","6","56","6","355","13"
,,,,,,,,,,,"106","10","141","3","228","6","56","6","353","13"
,,,,,,,,,,,"105","10","138","3","231","6","57","6","354","13"
,,,,,,,,,,,"106","10","139","3","231","6","57","6","354","13"
,,,,,,,,,,,"105","10","139","3","230","6","57","6","351","13"
,,,,,,,,,,,"105","10","140","3","231","6","56","6","350","13"
,,,,,,,,,,,"107","10","137","3","236","6","57","6","353","13"
,,,,,,,,,,,"107","10","136","3","236","6","57","6","352","13"
,,,,,,,,,,,"107","10","136","3","236","6","57","6","355","13"
