"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,,,,,,,,,,,"109","12","220","7","265","9","75","7","269","13"
,,,,,,,,,,,"111","12","220","7","268","9","75","7","267","13"
,,,,,,,,,,,"111","12","218","7","268","9","75","7","267","13"
,,,,,,,,,,,"115","12","215","6","269","9","73","7","270","13"
,,,,,,,,,,,"115","12","217","6","268","9","73","7","269","13"
,,,,,,,,,,,"116","12","217","6","266","9","74","7","267","13"
,,,,,,,,,,,"117","12","215","6","267","9","75","7","266","13"
,,,,,,,,,,,"118","12","213","6","262","9","76","7","267","13"
,,,,,,,,,,,"120","12","214","6","262","9","77","7","268","13"
,,,,,,,,,,,"120","12","212","6","265","9","77","7","269","13"
,,,,,,,,,,,"121","12","214","6","268","9","77","7","269","13"
,,,,,,,,,,,"120","12","213","6","267","9","77","7","268","13"
,,,,,,,,,,,"120","12","212","6","264","9","78","7","269","13"
,,,,,,,,,,,"119","12","216","6","264","9","78","7","269","13"
,,,,,,,,,,,"120","12","217","6","264","9","77","7","268","13"
,,,,,,,,,,,"122","12","218","6","262","9","78","7","265","13"
,,,,,,,,,,,"123","12","217","6","263","9","79","7","266","13"
,,,,,,,,,,,"123","12","213","6","264","9","80","7","266","13"
,,,,,,,,,,,"125","12","209","6","265","9","81","7","266","13"
,,,,,,,,,,,"127","12","213","6","263","9","79","7","266","13"
,,,,,,,,,,,"127","12","213","6","262","9","80","7","266","13"
,,,,,,,,,,,"126","12","215","6","262","9","81","7","264","13"
,,,,,,,,,,,"127","12","217","6","258","9","81","7","268","13"
,,,,,,,,,,,"127","12","217","6","259","9","80","7","266","13"
,,,,,,,,,,,"127","12","218","6","258","9","80","7","263","13"
,,,,,,,,,,,"128","12","220","6","258","9","81","7","264","13"
,,,,,,,,,,,"129","12","219","6","258","9","81","7","264","13"
,,,,,,,,,,,"129","12","221","6","261","9","81","7","264","13"
,,,,,,,,,,,"131","12","223","6","261","9","80","7","262","13"
,,,,,,,,,,,"132","12","224","6","262","9","81","7","261","13"
,,,,,,,,,,,"133","12","223","6","261","9","82","7","261","13"
,,,,,,,,,,,"136","12","222","6","263","9","82","7","260","13"
,,,,,,,,,,,"139","12","223","6","263","9","82","7","256","13"
,,,,,,,,,,,"140","12","224","6","263","9","83","7","255","13"
,,,,,,,,,,,"140","12","224","6","264","9","83","7","252","13"
,,,,,,,,,,,"141","12","224","6","262","9","83","7","255","13"
,,,,,,,,,,,"142","12","226","6","266","9","83","7","256","13"
,,,,,,,,,,,"142","12","224","6","268","9","86","7","256","13"
,,,,,,,,,,,"141","12","222","6","269","9","86","7","255","13"
,,,,,,,,,,,"141","12","221","6","272","8","85","7","253","13"
,,,,,,,,,,,"142","12","221","6","270","8","87","7","254","13"
,,,,,,,,,,,"142","12","220","6","270","8","88","7","254","13"
,,,,,,,,,,,"140","12","224","6","271","8","87","7","257","13"
,,,,,,,,,,,"140","12","224","6","273","8","87","7","256","13"
,,,,,,,,,,,"141","12","223","6","274","8","87","7","255","13"
,,,,,,,,,,,"142","12","224","6","275","8","87","7","254","13"
,,,,,,,,,,,"140","12","224","6","276","8","89","7","252","13"
,,,,,,,,,,,"140","12","226","6","277","8","91","7","250","13"
,,,,,,,,,,,"140","12","228","6","279","8","90","7","246","13"
,,,,,,,,,,,"140","12","230","6","279","8","90","7","243","13"
,,,,,,,,,,,"140","12","231","6","278","8","91","7","244","13"
,,,,,,,,,,,"137","12","231","6","279","8","92","7","242","13"
,,,,,,,,,,,"139","12","232","6","278","8","91","7","247","13"
,,,,,,,,,,,"139","12","230","6","275","8","91","7","244","13"
,,,,,,,,,,,"139","12","229","6","275","8","89","7","244","13"
,,,,,,,,,,,"138","12","229","6","276","8","89","7","245","13"
,,,,,,,,,,,"136","12","229","6","277","8","90","7","245","13"
,,,,,,,,,,,"136","12","229","6","276","8","91","7","244","13"
,,,,,,,,,,,"135","12","228","6","277","8","92","7","246","13"
,,,,,,,,,,,"136","12","228","6","274","8","92","7","246","13"
,,,,,,,,,,,"136","12","228","6","276","8","92","7","248","13"
,,,,,,,,,,,"138","12","229","6","277","8","91","7","248","13"
,,,,,,,,,,,"141","12","227","6","279","8","91","7","248","13"
,,,,,,,,,,,"142","12","226","6","281","8","92","7","247","13"
,,,,,,,,,,,"144","12","226","6","280","8","94","7","249","13"
,,,,,,,,,,,"146","12","225","6","280","8","95","7","254","13"
,,,,,,,,,,,"146","12","225","6","279","8","94","7","256","13"
,,,,,,,,,,,"145","12","225","6","279","8","94","7","259","13"
,,,,,,,,,,,"146","12","226","6","279","8","94","7","260","13"
,,,,,,,,,,,"147","12","227","6","283","8","94","7","259","13"
,,,,,,,,,,,"146","12","228","6","283","8","94","7","256","13"
,,,,,,,,,,,"147","12","226","6","279","8","94","7","250","13"
,,,,,,,,,,,"147","12","223","6","280","8","94","7","251","13"
,,,,,,,,,,,"147","12","223","6","279","8","94","7","252","13"
,,,,,,,,,,,"147","12","223","6","275","8","96","7","251","13"
,,,,,,,,,,,"147","12","227","6","274","8","96","7","253","13"
,,,,,,,,,,,"148","12","227","6","273","8","95","7","252","13"
,,,,,,,,,,,"148","12","226","6","268","8","95","7","250","13"
,,,,,,,,,,,"147","12","228","6","272","8","95","7","248","13"
,,,,,,,,,,,"147","12","228","6","275","8","94","7","248","13"
,,,,,,,,,,,"147","12","226","6","274","8","95","7","249","13"
,,,,,,,,,,,"149","12","227","6","271","8","96","7","247","13"
,,,,,,,,,,,"152","11","227","6","273","8","99","7","248","13"
,,,,,,,,,,,"153","11","225","6","274","8","98","7","249","13"
,,,,,,,,,,,"152","11","225","6","278","8","99","7","251","13"
,,,,,,,,,,,"152","11","228","6","277","8","99","7","251","13"
,,,,,,,,,,,"154","11","227","6","278","8","100","7","248","13"
,,,,,,,,,,,"153","11","229","6","278","8","101","7","246","13"
,,,,,,,,,,,"154","11","225","6","280","8","103","7","245","13"
,,,,,,,,,,,"155","11","219","6","281","8","103","7","244","13"
,,,,,,,,,,,"153","11","221","6","280","8","102","7","245","13"
,,,,,,,,,,,"152","11","221","6","281","8","102","7","248","13"
,,,,,,,,,,,"149","11","224","6","281","8","100","7","250","13"
,,,,,,,,,,,"149","11","228","6","282","8","100","7","251","13"
,,,,,,,,,,,"150","11","229","6","284","8","99","7","251","13"
,,,,,,,,,,,"150","11","227","6","285","8","98","7","254","13"
,,,,,,,,,,,"150","11","227","6","279","8","98","7","253","13"
,,,,,,,,,,,"150","11","225","6","280","8","99","7","253","13"
,,,,,,,,,,,"149","11","221","6","281","8","98","7","256","13"
,,,,,,,,,,,"149","11","222","6","282","8","99","7","254","13"
,,,,,,,,,,,"150","11","220","6","283","8","100","7","256","13"
,,,,,,,,,,,"149","11","221","6","282","8","99","7","257","13"
,,,,,,,,,,,"149","11","219","6","280","8","99","7","256","13"
,,,,,,,,,,,"149","11","220","6","281","8","99","7","259","13"
,,,,,,,,,,,"147","11","221","6","277","8","99","7","261","13"
,,,,,,,,,,,"145","11","220","6","277","8","98","7","261","13"
,,,,,,,,,,,"145","11","221","6","279","8","100","7","262","13"
,,,,,,,,,,,"145","11","218","6","277","8","101","7","264","13"
,,,,,,,,,,,"144","11","217","6","281","8","103","7","268","13"
,,,,,,,,,,,"142","11","215","6","281","8","102","7","270","13"
,,,,,,,,,,,"142","11","216","6","284","8","100","7","269","13"
,,,,,,,,,,,"142","11","215","6","284","8","100","7","271","13"
,,,,,,,,,,,"142","11","214","6","282","8","100","7","270","13"
,,,,,,,,,,,"142","11","214","6","281","8","101","7","269","13"
,,,,,,,,,,,"143","11","214","6","281","8","100","7","267","13"
,,,,,,,,,,,"144","11","215","6","280","8","99","7","267","13"
,,,,,,,,,,,"146","11","215","6","282","8","101","7","262","13"
,,,,,,,,,,,"145","11","216","6","283","8","101","7","259","13"
,,,,,,,,,,,"144","11","214","6","282","8","100","7","255","13"
,,,,,,,,,,,"144","11","213","6","283","8","99","7","255","13"
,,,,,,,,,,,"143","11","210","6","285","8","100","7","255","13"
,,,,,,,,,,,"143","11","210","6","285","8","101","7","253","13"
,,,,,,,,,,,"142","11","208","6","283","8","100","7","256","13"
,,,,,,,,,,,"144","11","208","6","280","8","101","7","254","13"
,,,,,,,,,,,"144","11","206","6","282","8","103","7","251","13"
,,,,,,,,,,,"144","11","204","6","279","8","103","7","253","13"
,,,,,,,,,,,"144","11","204","6","279","8","102","7","252","13"
,,,,,,,,,,,"144","11","203","6","281","8","103","7","253","13"
,,,,,,,,,,,"146","11","201","6","282","8","102","7","257","13"
,,,,,,,,,,,"148","11","200","6","281","8","100","7","258","13"
,,,,,,,,,,,"150","11","198","6","283","8","100","7","259","13"
,,,,,,,,,,,"150","11","196","6","282","8","102","7","258","13"
,,,,,,,,,,,"150","11","195","6","284","8","102","7","256","13"
,,,,,,,,,,,"152","11","196","6","284","8","101","7","253","13"
,,,,,,,,,,,"151","11","198","6","287","8","101","7","252","13"
,,,,,,,,,,,"150","11","197","6","290","8","101","7","251","13"
,,,,,,,,,,,"149","11","198","6","291","8","101","7","248","13"
,,,,,,,,,,,"148","11","199","6","294","8","101","7","249","13"
,,,,,,,,,,,"151","11","199","6","296","8","101","7","249","13"
,,,,,,,,,,,"152","11","199","6","298","8","103","7","250","13"
,,,,,,,,,,,"153","11","199","6","297","8","102","7","253","13"
,,,,,,,,,,,"154","11","196","6","299","8","102","7","253","13"
,,,,,,,,,,,"153","11","197","6","301","8","103","7","254","13"
,,,,,,,,,,,"153","11","194","6","301","8","102","7","256","13"
,,,,,,,,,,,"152","11","194","6","303","8","103","7","257","13"
,,,,,,,,,,,"152","11","195","6","298","8","104","7","257","13"
,,,,,,,,,,,"152","11","193","6","299","8","103","7","257","13"
,,,,,,,,,,,"151","11","192","6","296","8","103","7","260","13"
,,,,,,,,,,,"151","11","193","6","296","8","108","7","263","13"
,,,,,,,,,,,"151","11","193","6","295","8","108","7","263","13"
,,,,,,,,,,,"150","11","195","6","293","8","106","7","262","13"
,,,,,,,,,,,"155","11","196","6","294","8","105","7","262","13"
,,,,,,,,,,,"154","11","197","6","297","8","105","7","262","13"
,,,,,,,,,,,"152","11","197","6","298","8","106","7","262","13"
,,,,,,,,,,,"149","11","197","6","296","8","108","7","262","13"
,,,,,,,,,,,"150","11","197","6","296","8","110","7","262","13"
,,,,,,,,,,,"151","11","199","6","296","8","110","7","261","13"
,,,,,,,,,,,"150","11","201","6","296","8","109","7","261","13"
,,,,,,,,,,,"151","11","202","6","295","8","108","7","261","13"
,,,,,,,,,,,"154","11","202","6","295","8","109","7","261","13"
,,,,,,,,,,,"154","11","201","6","298","8","109","7","267","13"
,,,,,,,,,,,"152","11","202","6","296","8","109","7","269","13"
,,,,,,,,,,,"153","11","205","6","298","8","109","7","265","13"
,,,,,,,,,,,"152","11","204","6","299","8","109","7","269","13"
,,,,,,,,,,,"151","11","206","6","299","8","110","7","269","13"
,,,,,,,,,,,"151","11","208","6","303","8","111","7","267","13"
,,,,,,,,,,,"153","11","210","6","304","8","113","7","265","13"
,,,,,,,,,,,"152","11","207","6","302","8","114","7","263","13"
,,,,,,,,,,,"153","11","208","6","302","8","113","7","262","13"
,,,,,,,,,,,"154","11","212","6","304","8","111","7","262","13"
,,,,,,,,,,,"154","11","212","6","302","8","111","7","261","13"
,,,,,,,,,,,"153","11","211","6","302","8","114","7","257","13"
,,,,,,,,,,,"153","11","209","6","302","8","114","7","256","13"
,,,,,,,,,,,"154","11","207","6","300","8","114","7","257","13"
,,,,,,,,,,,"153","11","207","6","296","8","116","7","258","13"
,,,,,,,,,,,"154","11","207","6","292","8","115","7","261","13"
,,,,,,,,,,,"153","11","207","6","292","8","113","7","261","13"
,,,,,,,,,,,"154","11","207","6","291","8","110","7","263","13"
,,,,,,,,,,,"154","11","204","6","291","8","112","7","262","13"
,,,,,,,,,,,"156","11","206","6","291","8","114","7","265","13"
,,,,,,,,,,,"158","11","206","6","291","8","113","7","266","13"
,,,,,,,,,,,"158","11","203","6","296","8","115","7","267","13"
,,,,,,,,,,,"158","11","202","6","296","8","113","7","266","13"
,,,,,,,,,,,"158","11","202","6","302","8","115","7","268","13"
,,,,,,,,,,,"158","11","201","6","302","8","116","7","268","13"
,,,,,,,,,,,"154","11","200","6","303","8","115","7","271","13"
,,,,,,,,,,,"153","11","199","6","306","8","115","7","273","13"
,,,,,,,,,,,"153","11","199","6","305","8","116","7","273","13"
,,,,,,,,,,,"150","11","194","6","306","8","116","7","269","13"
,,,,,,,,,,,"150","11","195","6","306","8","116","7","271","13"
,,,,,,,,,,,"150","11","196","6","308","8","116","7","270","13"
,,,,,,,,,,,"149","11","194","6","310","8","115","7","268","13"
,,,,,,,,,,,"149","11","190","6","310","8","114","7","268","13"
,,,,,,,,,,,"150","11","189","6","311","8","114","7","267","13"
,,,,,,,,,,,"151","11","189","6","312","8","114","7","268","13"
,,,,,,,,,,,"150","11","190","6","314","8","112","7","265","13"
,,,,,,,,,,,"151","11","190","6","316","8","112","7","265","13"
,,,,,,,,,,,"151","11","192","6","318","8","113","7","263","13"
,,,,,,,,,,,"150","11","194","6","317","8","111","7","263","13"
,,,,,,,,,,,"150","11","196","6","319","8","110","7","264","13"
,,,,,,,,,,,"154","11","196","6","321","8","107","7","261","13"
,,,,,,,,,,,"155","11","197","6","320","8","108","7","262","13"
,,,,,,,,,,,"156","11","197","6","320","8","107","7","260","13"
,,,,,,,,,,,"155","11","198","6","320","8","107","7","259","13"
,,,,,,,,,,,"155","11","198","6","320","8","108","7","258","13"
,,,,,,,,,,,"156","11","200","6","321","8","108","7","258","13"
,,,,,,,,,,,"158","11","200","6","317","8","109","7","259","13"
,,,,,,,,,,,"157","11","199","6","318","8","109","7","258","13"
,,,,,,,,,,,"155","11","197","6","318","8","110","7","260","13"
,,,,,,,,,,,"157","11","196","6","317","8","110","7","258","13"
,,,,,,,,,,,"155","11","196","6","317","8","107","7","258","13"
,,,,,,,,,,,"153","11","198","6","322","8","108","7","259","13"
,,,,,,,,,,,"153","11","196","6","320","8","105","7","259","13"
,,,,,,,,,,,"152","11","197","6","321","8","105","7","258","13"
,,,,,,,,,,,"151","11","191","6","320","8","106","7","256","13"
,,,,,,,,,,,"151","11","192","6","319","8","107","7","256","13"
,,,,,,,,,,,"153","11","192","6","324","8","107","7","255","13"
,,,,,,,,,,,"152","11","192","6","331","8","108","7","256","13"
,,,,,,,,,,,"152","11","193","6","332","8","108","7","256","13"
,,,,,,,,,,,"155","11","193","6","333","8","108","7","254","13"
,,,,,,,,,,,"158","11","193","6","330","8","108","7","254","13"
,,,,,,,,,,,"159","11","192","6","330","8","109","7","256","13"
,,,,,,,,,,,"160","11","192","6","330","8","113","7","254","13"
,,,,,,,,,,,"158","11","192","6","333","8","114","7","251","13"
,,,,,,,,,,,"158","11","192","6","332","8","116","7","253","13"
,,,,,,,,,,,"157","11","192","6","334","8","115","7","251","13"
,,,,,,,,,,,"155","11","193","6","336","8","117","7","254","13"
,,,,,,,,,,,"156","11","195","6","338","8","119","7","256","13"
,,,,,,,,,,,"155","11","194","6","336","8","120","7","255","13"
,,,,,,,,,,,"155","11","193","6","337","8","119","7","254","13"
,,,,,,,,,,,"155","11","196","6","334","8","119","7","256","13"
,,,,,,,,,,,"157","11","194","6","337","8","120","7","260","13"
,,,,,,,,,,,"154","11","195","6","334","8","122","7","262","13"
,,,,,,,,,,,"154","11","197","6","336","8","123","7","261","13"
,,,,,,,,,,,"156","11","194","6","339","8","122","7","260","13"
,,,,,,,,,,,"156","11","194","6","343","8","124","7","258","13"
,,,,,,,,,,,"155","11","195","6","342","8","122","7","257","13"
,,,,,,,,,,,"155","11","196","6","344","8","122","7","259","13"
,,,,,,,,,,,"156","11","196","6","343","8","122","7","257","13"
,,,,,,,,,,,"155","11","193","6","342","8","121","7","255","13"
,,,,,,,,,,,"155","11","191","6","342","8","123","7","254","13"
,,,,,,,,,,,"155","11","191","6","343","8","123","7","254","13"
,,,,,,,,,,,"154","11","195","6","341","8","122","7","253","13"
,,,,,,,,,,,"153","11","195","6","344","8","125","7","248","13"
,,,,,,,,,,,"155","11","190","6","344","8","123","7","243","13"
,,,,,,,,,,,"156","11","191","5","348","8","123","7","244","13"
,,,,,,,,,,,"157","11","194","5","348","8","123","7","240","13"
,,,,,,,,,,,"157","11","193","5","348","8","123","7","243","13"
,,,,,,,,,,,"159","11","194","5","348","8","124","7","242","13"
,,,,,,,,,,,"159","11","191","5","349","8","123","7","242","13"
,,,,,,,,,,,"158","11","191","5","347","8","123","7","240","13"
,,,,,,,,,,,"161","11","192","5","349","8","122","7","239","13"
,,,,,,,,,,,"160","11","190","5","348","8","123","7","241","13"
,,,,,,,,,,,"161","11","188","5","347","8","123","7","239","13"
,,,,,,,,,,,"160","11","186","5","348","8","124","7","237","13"
,,,,,,,,,,,"160","11","186","5","350","8","124","7","238","13"
,,,,,,,,,,,"163","11","184","5","350","8","124","7","238","13"
,,,,,,,,,,,"163","11","184","5","350","8","123","7","239","13"
,,,,,,,,,,,"162","11","185","5","353","8","122","7","241","13"
,,,,,,,,,,,"163","11","184","5","356","8","122","7","241","13"
,,,,,,,,,,,"163","11","184","5","356","8","123","7","243","13"
,,,,,,,,,,,"164","11","184","5","355","8","123","7","241","13"
,,,,,,,,,,,"165","11","187","5","350","8","124","7","241","13"
,,,,,,,,,,,"163","11","185","5","345","8","124","7","241","13"
,,,,,,,,,,,"163","11","183","5","347","8","123","7","240","13"
,,,,,,,,,,,"164","11","182","5","347","8","125","7","245","13"
,,,,,,,,,,,"162","11","181","5","345","8","125","7","249","13"
,,,,,,,,,,,"164","11","183","5","343","8","124","7","247","13"
,,,,,,,,,,,"163","11","183","5","345","8","123","7","249","13"
,,,,,,,,,,,"163","11","183","5","341","8","122","7","249","13"
,,,,,,,,,,,"164","11","181","5","342","8","120","7","252","13"
,,,,,,,,,,,"163","11","182","5","342","8","119","7","253","13"
,,,,,,,,,,,"166","11","182","5","342","8","120","7","254","13"
,,,,,,,,,,,"165","11","179","5","347","8","119","7","255","13"
,,,,,,,,,,,"163","11","180","5","348","8","119","7","254","13"
,,,,,,,,,,,"162","11","183","5","347","8","119","7","253","13"
,,,,,,,,,,,"165","11","185","5","348","8","120","7","254","13"
,,,,,,,,,,,"164","11","186","5","348","8","120","7","254","13"
,,,,,,,,,,,"165","11","188","5","344","8","120","7","256","13"
,,,,,,,,,,,"165","11","188","5","345","8","120","7","253","13"
,,,,,,,,,,,"169","11","188","5","347","8","120","7","252","13"
,,,,,,,,,,,"171","11","190","5","347","8","120","7","253","13"
,,,,,,,,,,,"173","11","189","5","350","8","120","7","252","13"
,,,,,,,,,,,"174","11","187","5","349","8","119","7","255","13"
,,,,,,,,,,,"174","11","185","5","353","8","118","7","257","13"
,,,,,,,,,,,"176","11","189","5","351","8","119","7","256","13"
,,,,,,,,,,,"175","11","187","5","353","8","118","7","256","13"
,,,,,,,,,,,"176","11","187","5","355","8","117","7","259","13"
,,,,,,,,,,,"176","11","188","5","357","8","115","7","260","13"
,,,,,,,,,,,"176","11","189","5","361","8","116","7","259","13"
,,,,,,,,,,,"175","11","189","5","359","8","117","7","260","13"
,,,,,,,,,,,"175","11","189","5","360","8","118","7","263","13"
,,,,,,,,,,,"173","11","189","5","362","8","118","7","263","13"
,,,,,,,,,,,"175","11","189","5","364","8","118","7","265","13"
,,,,,,,,,,,"174","11","191","5","364","8","118","7","263","13"
,,,,,,,,,,,"173","11","193","5","365","8","119","7","261","13"
,,,,,,,,,,,"174","11","193","5","366","8","120","7","258","13"
,,,,,,,,,,,"173","11","193","5","366","8","120","7","258","13"
,,,,,,,,,,,"172","11","195","5","370","8","121","7","258","13"
,,,,,,,,,,,"172","11","195","5","370","8","123","7","256","13"
,,,,,,,,,,,"175","11","195","5","369","8","122","7","257","13"
,,,,,,,,,,,"173","11","196","5","368","8","123","7","257","13"
,,,,,,,,,,,"173","11","195","5","370","8","124","7","256","13"
,,,,,,,,,,,"172","11","195","5","370","8","124","7","255","13"
,,,,,,,,,,,"172","11","198","5","375","8","124","7","254","13"
,,,,,,,,,,,"171","11","195","5","378","8","125","7","257","13"
,,,,,,,,,,,"172","11","195","5","380","8","126","7","257","13"
,,,,,,,,,,,"173","11","196","5","379","8","124","7","257","13"
,,,,,,,,,,,"173","11","193","5","380","8","124","7","256","13"
,,,,,,,,,,,"175","11","193","5","380","8","125","7","257","13"
,,,,,,,,,,,"173","11","193","5","379","8","126","7","255","13"
,,,,,,,,,,,"173","11","191","5","377","8","127","7","255","13"
,,,,,,,,,,,"173","11","193","5","377","8","128","7","257","13"
,,,,,,,,,,,"173","11","194","5","378","8","126","7","255","13"
,,,,,,,,,,,"173","11","193","5","377","8","127","7","255","13"
,,,,,,,,,,,"173","11","192","5","379","8","126","7","250","13"
,,,,,,,,,,,"174","11","189","5","376","8","128","7","251","13"
,,,,,,,,,,,"175","11","189","5","375","8","128","7","253","13"
,,,,,,,,,,,"174","11","186","5","376","8","127","7","253","13"
,,,,,,,,,,,"173","11","188","5","373","8","128","7","255","13"
,,,,,,,,,,,"172","11","189","5","373","8","128","7","256","13"
,,,,,,,,,,,"172","11","190","5","373","8","128","7","259","13"
,,,,,,,,,,,"173","11","190","5","377","8","130","7","257","13"
,,,,,,,,,,,"171","11","190","5","378","8","127","7","261","13"
,,,,,,,,,,,"168","11","192","5","378","8","126","7","263","13"
,,,,,,,,,,,"170","11","191","5","379","8","124","7","267","13"
,,,,,,,,,,,"169","11","191","5","381","8","123","7","267","13"
,,,,,,,,,,,"168","11","194","5","386","8","123","7","272","13"
,,,,,,,,,,,"168","11","194","5","384","8","124","7","271","13"
,,,,,,,,,,,"168","11","193","5","383","8","122","7","269","13"
,,,,,,,,,,,"166","11","194","5","382","8","122","7","272","13"
,,,,,,,,,,,"164","11","197","5","380","8","121","7","271","13"
,,,,,,,,,,,"162","11","196","5","380","8","124","7","273","13"
,,,,,,,,,,,"163","11","197","5","383","8","124","7","275","13"
,,,,,,,,,,,"164","11","194","5","384","8","122","7","277","13"
,,,,,,,,,,,"160","11","192","5","388","8","123","7","275","13"
,,,,,,,,,,,"161","11","190","5","389","8","125","7","275","13"
,,,,,,,,,,,"163","11","190","5","393","8","125","7","277","13"
,,,,,,,,,,,"162","11","190","5","397","8","126","7","278","13"
,,,,,,,,,,,"162","11","188","5","398","8","126","7","278","13"
,,,,,,,,,,,"160","11","188","5","399","8","126","7","279","13"
,,,,,,,,,,,"160","11","187","5","402","8","126","7","278","13"
,,,,,,,,,,,"161","11","186","5","401","8","128","7","281","13"
,,,,,,,,,,,"161","11","184","5","404","8","129","7","282","13"
,,,,,,,,,,,"162","11","181","5","401","8","131","7","281","13"
,,,,,,,,,,,"163","11","182","5","404","8","130","7","280","13"
,,,,,,,,,,,"164","11","180","5","402","8","131","7","281","13"
,,,,,,,,,,,"162","11","179","5","400","8","130","7","283","13"
,,,,,,,,,,,"161","11","179","5","403","8","131","7","285","13"
,,,,,,,,,,,"161","11","177","5","402","8","133","7","289","13"
,,,,,,,,,,,"162","11","175","5","400","8","133","7","289","13"
,,,,,,,,,,,"165","11","174","5","399","8","133","7","286","13"
,,,,,,,,,,,"166","11","175","5","399","8","133","7","284","13"
,,,,,,,,,,,"167","11","173","5","400","8","132","7","287","13"
,,,,,,,,,,,"168","11","171","5","401","8","132","7","289","13"
,,,,,,,,,,,"170","11","171","5","399","8","129","7","286","13"
,,,,,,,,,,,"168","11","170","5","400","8","129","7","286","13"
,,,,,,,,,,,"168","11","169","5","407","8","128","7","285","13"
,,,,,,,,,,,"169","11","169","5","407","8","128","7","288","13"
,,,,,,,,,,,"169","11","170","5","410","8","128","7","290","13"
,,,,,,,,,,,"169","11","169","5","409","8","128","7","289","13"
,,,,,,,,,,,"172","11","165","5","410","8","128","7","289","13"
,,,,,,,,,,,"172","11","166","5","406","8","130","7","293","13"
,,,,,,,,,,,"172","11","166","5","410","8","128","7","291","13"
,,,,,,,,,,,"172","11","165","5","410","8","128","7","289","13"
,,,,,,,,,,,"173","11","165","5","413","8","128","7","291","13"
,,,,,,,,,,,"174","11","166","5","411","8","128","7","294","13"
,,,,,,,,,,,"178","11","167","5","410","8","129","7","293","13"
,,,,,,,,,,,"179","11","167","5","410","8","129","7","291","13"
,,,,,,,,,,,"180","11","167","5","409","8","127","7","290","13"
,,,,,,,,,,,"179","11","167","5","410","8","127","7","291","13"
,,,,,,,,,,,"176","11","165","5","411","8","127","7","292","13"
,,,,,,,,,,,"177","11","166","5","410","8","127","7","296","13"
,,,,,,,,,,,"176","11","166","5","405","8","126","7","295","13"
,,,,,,,,,,,"174","11","166","5","405","8","126","7","296","13"
,,,,,,,,,,,"173","11","165","5","406","8","127","7","296","13"
,,,,,,,,,,,"173","11","163","5","408","8","127","7","298","13"
,,,,,,,,,,,"172","11","163","5","407","8","129","7","296","13"
,,,,,,,,,,,"174","11","163","5","405","8","128","7","295","13"
,,,,,,,,,,,"174","11","162","5","403","8","126","7","293","13"
,,,,,,,,,,,"171","11","161","5","404","8","128","7","292","13"
,,,,,,,,,,,"170","11","159","5","404","8","128","7","292","13"
,,,,,,,,,,,"169","11","154","5","406","8","128","7","294","13"
,,,,,,,,,,,"168","11","153","5","403","8","131","7","295","13"
,,,,,,,,,,,"168","11","152","5","401","8","131","7","295","13"
,,,,,,,,,,,"169","11","153","5","400","8","131","7","297","13"
,,,,,,,,,,,"170","11","151","5","401","8","130","7","300","13"
,,,,,,,,,,,"171","11","152","5","399","8","130","7","298","13"
,,,,,,,,,,,"171","11","151","5","400","8","131","7","293","13"
,,,,,,,,,,,"171","11","153","5","397","8","129","7","293","13"
,,,,,,,,,,,"171","11","153","5","396","8","129","7","295","13"
,,,,,,,,,,,"170","11","152","5","397","8","130","7","296","13"
,,,,,,,,,,,"168","11","150","5","398","8","129","7","296","13"
,,,,,,,,,,,"166","11","151","5","400","8","131","7","296","13"
,,,,,,,,,,,"166","11","152","5","401","8","131","7","296","13"
,,,,,,,,,,,"166","11","155","5","402","8","131","7","294","13"
,,,,,,,,,,,"166","11","154","5","402","8","130","7","292","13"
,,,,,,,,,,,"165","11","155","5","402","8","128","7","294","13"
,,,,,,,,,,,"162","11","159","5","404","8","129","7","297","13"
,,,,,,,,,,,"162","11","159","5","403","8","130","7","298","13"
,,,,,,,,,,,"164","11","160","5","402","8","131","7","299","13"
,,,,,,,,,,,"163","11","161","5","400","8","132","7","301","13"
,,,,,,,,,,,"160","11","162","5","398","8","131","7","300","13"
,,,,,,,,,,,"163","11","162","5","401","8","129","7","301","13"
,,,,,,,,,,,"162","11","163","5","401","8","130","7","302","13"
,,,,,,,,,,,"162","11","162","5","402","8","130","7","304","13"
,,,,,,,,,,,"163","11","161","5","401","8","129","7","305","13"
,,,,,,,,,,,"165","11","161","5","403","8","129","7","306","13"
,,,,,,,,,,,"160","11","162","5","402","8","128","7","307","13"
,,,,,,,,,,,"159","11","162","5","403","8","130","7","307","13"
,,,,,,,,,,,"158","11","161","5","399","8","131","7","304","13"
,,,,,,,,,,,"157","11","162","5","395","8","132","7","303","13"
,,,,,,,,,,,"156","11","160","5","393","8","132","7","303","13"
,,,,,,,,,,,"156","11","157","5","391","8","132","7","303","13"
,,,,,,,,,,,"156","11","158","5","396","8","131","7","306","13"
,,,,,,,,,,,"157","11","158","5","396","8","133","7","306","13"
,,,,,,,,,,,"156","11","160","5","395","8","129","7","307","13"
,,,,,,,,,,,"156","11","160","5","394","8","128","7","306","13"
,,,,,,,,,,,"157","11","160","5","390","8","129","7","307","13"
,,,,,,,,,,,"157","11","161","5","391","8","128","7","309","13"
